text,label
My twitter isn't updating.  How am I to know what everyone famous is doing!?!?!?,4
@anitawebster the pho broth is a concentrated mix of pork and beef bones...so I think you've missed the point.,5
"@lil_kimmeh Me too, I miss it.  I, however, will #humpthestump for the rest of my life.",0
What's with the gloomy weather? The sun must be too tired to come out and play  heading to victoria gardens for some impulse buys haha,4
"@jessicagirrl i know fuck my dick  i really wanted to go, but i have to go to some fucking puertorican wedding, damn spanish :/",3
@iGoByDoc Noes! No kills spiders. They are mostly good. They eat bad bugs. They make WEBS like we do. So you are smushing one of your own,0
At work... supposed to be a day off but too much work to get done for PLM World... sigh,4
Taking 40 underpriveledged kids to the circus 2moro. BIG day planned &amp; I still aint feeling 100%  so nervous right now..,4
"@jeayese Plus you guys have IceTV, which I REALLY miss from living there.",4
@Itsjustme_Nicki Sorry....I have to go.,4
"But now talking about today, Oh my GODNESS! Problems, problems, problems. about 2, money, math, parents.....that's enough, isn't it?",5
Neil just picked me up for the show. My tailights out  cause of heartless hit and run.,0
I have just been to see the Jonas Brothers 3D movie with @maze  was 1ny NO ONE else was there  hahah can't... http://tinyurl.com/magcwo,1
Don't really wanna go school on Monday to be honest,1
Does anyone know how to scale a pic down I'm trying to change my pic but all my pics r 2 big n I keep cropping them...HELP,4
road test booked. i r scared,4
@cashstwit Maybe something's just wrong with my phone...it's still not working,4
"@isacullen Oh, that one. That explains so much now. Poor girl.",4
@pfchangs I can't direct message you for my free lunch,1
"unlucky pants    today: lemonade, earlier: white russian in the middle of the dance floor",4
This is a big weekend... final project is due Sunday Night... I will be at this computer all day and night....,0
Up was sooo gooooood. Wood ranch bbq time! Dian deng pao.,5
"My tooth is bloody killing, not sure I can wait until next week to get it fixed",0
lots of Reqs today.... no 1,0
I want to get super pretty  and i want a cig,1
"ashley tisdale , i mean . cuz shes in berlin on 6th june and i'm not gonna be there . i wanna start cryin right now :/ ashley pick me up",4
"I need to go to ATL, mainly just to go to Ikea.  The stuff I want isn't available online.",4
@andybarr I was going to but I'm stuck with it as I seem to have misplaced my remote  It's extra bad tonight as well :|,4
"@_iDANCE19 well yes lol ..  i had a chat with them earlier , there just not willing to learn anything else",0
@KJB6609 Momentum works!  But Jeff will have a hard time from 42nd.,4
@citizenDave You're not going? Awww,5
wanted to go to the club...dancing;)..but now i???m tired anyways i have to go to work tomorrow!,0
Madly in 2 with The Row..wishing i had money,0
@l2ichal2d that's a given bitch cuz ill be there  me &gt; vegas... actually not,3
i feel like crap,0
"Spent the entire morning in a meeting w/ a vendor, and my boss was not happy w/ them. Lots of 1.  I had other plans for my morning",4
This Water Horse movie is totally making me want to go to Scotland. I want a water horse  lol,1
@chelseasms it's not sooo noticable it depends on how you look at it...but I know it's there and now my iPod isn't perfect,4
@casmonaco you can still stay if you want to!,5
I never win raffles. But I won the raffle @ Dulce for the Culture Crawl! What did I win? A tie and a pocketsquare! No $700 handbag for me,5
Anyone want to stop by Carl's Jr and bring me a chicken club?  Can barely walk...,4
texting my friends and being bored...   gosh i 3 rain!!,3
I think i may have found my next apartment. Just one downfall.,4
@Jayo240 I don't know how to use this,4
"@anniething1 *reads phone book* Hugh Clancy, Hugh Claments...Nope, no Hugh Clap.  Poor Holly, though she'll grab pity votes like a shark.",3
The pool is just not 1 without Tim in it...,0
OMG somethings spooky on twitter,5
Ugh..  this sucks.,3
Bored now  - Must improve my Friday nyts lol,4
where's my new @NylonMag,4
"@ItsBacker I refuse to get excited as I don't want to be let down  if it happens, as long as it's not between June 11 - 28 or I'd die",4
@cassiefasho i wish you still 2d me,0
&quot;Up&quot; is all sold out!!,5
I am very sad because I have gone on the show McFly fan I am of them!,0
ohh my tooth is hurts ohh  im sad it very hurts,0
@stackmack I wish I couldn't wrap my head around it  Hopefully it'll wake up some people that say/think &quot;racism doesn't exist anymore&quot;,4
"@miligosa how 1!! I like the beach, but I tend to get really dark fast.",2
"@Annnnnaaaaa lol, I've just realised that i've been sending messages that were meant to be to you, to a page that doesn't exist",4
"Alexxx Im gona miss you today. Im so sad, noooooooo",0
OMG..5 days till 1st state exam!,4
@shanedawson Sadly I live in Scotland though Shane  &lt;/3,0
"Dlukasrossi Lukas- your amazing wife, her updates are locked! Hard to convince people to follow protected profiles,",5
I wish I was laying in the sand listening to the waves crash against the shore!!!,0
"is chilled out tonite, so cannot spew venom or write 1ny. Seems like these are the only 2 styles she has",2
@gfalcone601 i felt so sorry for her. some people are being really harsh about her cos she was given a 2nd chance,4
@marvelvscapcom oops too late,3
@DimepieceMag Ahhh. U know ur sh*t...2 it!!! lol How's the next issue coming along? Been out the loop  sowwy,0
@ego_assassin  We are soooo sorry   We 2 kitties and know how much they become a part of you.,0
yay that was good umm reggie perrin next.. oh who cares no1's watching bbc1  lol,2
"trying to straighten my hair, but it's too effing hot in here. also, i need food",0
"@steve_merchant I agree, but teenage daughter will be spending my money on the movie of their concert this week.",4
Shelf from Ikea fell off the wall. damage done...about $78.95 worth. Or at least thats my estimate.,4
"@evienyc: Aww, that sux!  @Sitatara_x3: Eeek for Airline charges!!! (X_X)",4
you know what it is to see people you 2 most in his country and could not get closer?,0
"Need to dye my hair, can see a slight hint of ginger",4
my stomach is bleh!,4
@AnKuAlGa  get well soon!,4
Is going to miss seeing everyone all the time,4
dont wanna work tonight,0
Barg - We posted the GMOD to you for your birthday!!! But you didn't see it.,0
That's exactly why I prefer to give money and play outside the house. Stupid Internet connection always ruining my instances!!!!  #wow,4
Maaaaaaaaajor headache. It's so gloomy outside!  Just gonna lounge today. Whoopiiiiii.,1
We're all a little upset cause Stephanie didn't bring brownies today.,0
@xLaau Laura elle s'en fou elle don't like the french fans,4
"Every time it rains, I see at least 1 ambulance",4
Having asthma issues today.   BAH!,0
"Headache, . . . sad cupcake",4
Screen On The Green started yesterday!!!ahhh! i missed it!,5
its friday &amp; every1 has plans but me..my mom is laser tagging w/ friends(haha)My brother is out..my sister and dad r working me-bf=alone,0
@JJaneBB I didn't include that in my getaway music.  I fail.,0
Its so hard letting her go and seeing her cry.,4
This is not a happy tweet,4
lunch was depressing! All the seinors were balling! Really sad.,3
"@itsthegrape ROFL  Even if I kept insurance and payments under $300, Im still like.. meh. Good thing I applied for a day job pasy $2888mo",4
@tommcfly wishing i could be in s???o paulo for the show  but fortunately i went to the brasilia one! haha,1
@ToplessRobot those aren't even the old dolls...they are the new ones that look like sailor moon!,2
@ddlovato where are ya headin to for your family vaca? i hope the paparazzi leave you alone,4
Man i cant belive that you did what you did? Everything does not look as good as it is..,4
"@heidepaneer   We could probably get some $$ for it on craig's list.  List it, I'll cry later.",0
watching Jon &amp; Kate plus 8..can't believe they're divorcing,4
Last session of the day  http://twitpic.com/67ezh,1
@wojo4hitz @marchingstars @winkiedinkie @erockett89 Now I feel left out...  All alone in AZ...lol,0
"someone take care of me, im so sick",4
@victoriax64 im sorry,0
producing the 6 with @PieterBickford then anchoring... and a sad goodbye to Miss Lynne Ashminov  we will miss you!,0
Santana - Maria Maria (The Wraith)  ? http://blip.fm/~7a10a,4
Sulking at home while it rained was poor strategy.  Now i'm watching the sun shine from a desk in the Robarts reference room.,0
"Back from the gym, just checkin' email. Gonna go watch an old movie or something. It's a little cool out to sit outside and read!",1
can u believe the architect who planned a tar-black promenade in this small town won an international prize?and everyone who walks &amp; jogs,5
Sick daddy  send prayer his way,4
"Laura's gone for the weekend, I miss her already!",2
Is leaving Utah today  Super Sad Face,0
"@KulpreetSingh Good god, no. You can fit very few swear words into 140 characters",5
@mleshock Noooo! Poor SE,4
R.i.p. to my lil sis's cousins babyfather Jimmy aka GemStar,0
@shabooty are being douchie? lol...thats hilarious man. i have a headache from the meeting.,0
@pinkalici0us argh! color me jealous! That rain I asked for the other day still hasn't gone away,4
"Jay Leno's LAST NIGHT..Jay, you will be missed",4
People at work are stressing me out.,3
"2.5 years here &amp; left Dell OKC for the last time. And being the geeky girl I am, I waited to cry until I got in my car.  2 you all!",2
@tommcfly can't you write a song without your guitar? i thought you could  look for something to do!,2
Sittin through this boring ass conference call... Then i get to go home n nap *{missin @AndyR3w alot  }*,3
Omg i just seen the sun and the moon in the same place  this disproves my theory that they are the same person,1
TODAy SUCKs - kisskass19: ???you and katey broke up?! Yah Kate Broke up with me  It???s been awful nd Vodkas... http://tumblr.com/xkx1wgl8r,5
@Wheeeeeeeeler  lol awhhk wats da chances holly gets through den?,4
This week has been so lonely without gossip girl xoxo,0
waiting -&gt; gg is loading ...  annoying!,3
@Senfaye Me too. I found out about it a little late and couldn't afford it,4
"A sweater, a sandwich and a hug sound so fantastic right about now",1
"@FTSKirstin i know he cant be, but idk how long he will be gone. what if he forgets me?  idk im stupid for worring.",4
@bloodyironist that sucks.  But woot for Misha.,0
"It's hot.  I could turn on the A/C, but I'm trying to be green for as long as I can stand it   Right now I'm just a little red and shiny.",4
@simplyvannesa heyy i have a sis of 1 year with 5 months and still she don t want to walk..,4
@mitchelmusso so cool! if only i could call! my phone won't let me calll the number!,3
@isaacnow didn't know you were on twitter! Coming to the show tomorrow?? Lorraine can't make it,4
So sad you didn't day Hello to me  @Jonasbrothers,4
@lizzerdrix I 3 cottage cheese.  I even got some fancy stuff last weekend with lemon and berries...I could only eat half of it.,0
@alejandro_jg hahaha i don't owe you anything; now you owe me a red LOL te amo idiot hahaha te veo ahasta el lunes,2
I have to work tonight  But I get my paycheck!,0
@tutugirl1345 you could say that. I left it in VT and have been Blackberryless since Tuesday Night. I'm lost,4
"@bmoney389 Lmao, when I was camping, the water in the shower was well water and just smelt nasty",4
@UncleRUSH so unfair i wanted to watch it but up came a message saying &quot;this video is not currently available in your country&quot;,0
awww i've lost a follower i fail,4
in science class right now... urgh... stupid project.. don't wanna go to track after school! too tired!  lol,0
@tommcfly i can't believe that you guys are gonna stay just one day here in Rio de Janeiro again,5
@tommcfly i 3 feeling like this,0
@Aonir awww don't be sad  we'll download a copy for you!,0
good 1km visible shot of TD one shows total decoupling of the low and mid level centers....this system is DEAD!! Waiting for the next one,3
"@photogjack Yeah, the prices on the used market for Hasselblad are not even close to the way they used to hold their value. It's a shame",0
@JessikaSay awwwh - i'm sorry  i hope you fell better - watch a film ?,4
@megs775 I'm sorry Megan!!!    I'm sure he will find something quick.,0
Ohhhhh Barcalona. Please dont ruin this  #bgt,4
@improperhostess what!!!????  where are u guys going!?,4
My daddy left to go back home to Texas  i will c him hopefully n the next two months,0
@EmeraldAshlee yea he said brooke's gonna come over to record today!  @CHANiCEDEVONNE!,4
@wamarineangel awwwwww  *hugs*,2
Gained 3lbs wish I could afford something other than top ramen... If only I had a job...,0
my monitor won't turn on. This can only be the work of my mother.,4
"@gingeebee  sounds horrid, sending you one of @buddythepug's special #pughugs, look after yourself, lots of cuddles and treats!",4
@LimeIce  I dint dump anyone. It's always me who gets dumped and blamed. That's why I don't believe in relationships. #twpp,4
"@BrandyWand2r won't be able to manage 3 nights babe, have lil ones depending on me here!!  xxx",4
"gotta buy the second season of  ghost whisperer now, but noo moneyy",0
#BGT  ooooh tooo weird for me,4
just got my first lesson in when rain meets my white  shirt   if one more man tells me they like my bra on more time! smh,5
@tommcfly aww bless  haha your cute Tom,2
Last Late Late with Pat Kenny! Bless,1
"Why are tea pitcher things so hard to find?  I haven't seen any here, and I've only found this http://tiny.cc/vynk5 online.  Ugly.",4
"@TehBlue I don;t know how they interact. I'm getting better with the pain, though. I want to give my poor liver a break.",0
Burned my pinky.  great way to start my weekend thats gonna suck anyway.,4
@RedCrossPDX No blood drives in my area.  I'll keep looking.,5
I try soo hard toget what I want.. &amp; I always end up having a goose egg..,4
Getting one of the lil GEM's ears REpierced after work today- definitely dreading it,0
@TwitMUGSHOT I'm like so upset with you.. haha.. you never told me the 411..,2
It's car crash tv at it's worst.,3
"Maybe I was wrong, this week could have stayed good, but it didn't",0
@morlhon  that's bad as it affects all the languages that run on the JVM. Too bad!,4
"At tweetup loc, but don't recognize anyone  am outside in turquoise shirt. Please see me! #g4c09",4
just got home...I was @ work to get the key 4 tomorrows douple shift,4
@ArchisM @kaushal I'm here I'm here!!! But #twpp is oficially over guys,2
"@gronumbulator yeah, just realized what the whole notification thing was. Thought it was them notifying me, not me spamming my followers.",4
http://twitpic.com/67f8q - This is making me sad,0
"Ohhh me, i am rather bored. How can a friday night be soo boring!",4
I'm bummed that the @retrorewind contest is only for the 48 states   What about Hawaii??,0
@joshuawoodard happy birthday man! my ride to the wedding  i'll see you guys soon though. you play here JULY 27th!,1
cramps r eew  shall hug a soft toy to my tummy n zzz the pain away,4
@FreyaLynn lol seriously.  fail. ::sigh::,0
@TraceeEllisRoss no not at all. I MISS GIRLFRIENDS!!!!  i have all the seasons.,0
@BrandFancier bitter?  why? *hug* xx,2
"@leighannirvine Thanks hun! I'm wearing my new goldmine e/s and big false lashes, but it doesn't show!",1
is having the last supper with his little angel.,2
@purelynarcotic Ohh.. #twpp is falling silent..  I was waiting to track ur US version.. Next time maybe.. Btw sunny california sounds good,1
Sucky day so far hope it gets better,0
everyone has left me,5
@kirash4 Family...friend... It's good for the industry i plan on going into...Far FAR away from Ohio  I 3 it here.,2
@tromboneforhire No Zune HD at E3???  This means no games on the Zune HD like I dreamed.,0
"Too much food at today's company gill out, want to go home and lay in the sun. Instead here until dark, probably",4
"Home from marble falls, back to reality",0
http://twitpic.com/67fcj - what i have to resort to wearing today cause i haven't finished my laundry. lol.,4
Omg Hollie Steel in BGT. I felt for her so much  It's not easy singing in front of so many people!,2
@ohayemily you okay bby?,4
"@DaveDinsmore miss u guys,terribly!! no Todd yet    he is a busy boy  maybe tomorrow night!",4
@ausaudriel Well I asked you a few days ago and you said money was the only thing holding you back Saturday or something,4
"@Puertorok57 n'dito  I messed up your name, sorry hon ;)",4
@unahealy i want to see you on tour!,2
Ugh..just starting another 2 hours of behind the wheel for drivers ed,4
"Meeting went well last night.They shot promo to air this weekend on MTV. i tried to hide but I was too close, I think they caught me.",1
@FafsaHelp i don't know what lender it was? yea these people definitely sucked butt toes. NOT friendly or helpful.,3
@DeliverImHungry You are right.  If you ordered a static IP it should have been set up.  I apologize if it was not,4
Having a boo-hoo day. Things just suck today,4
He's shy...............but it's cute ily. but you don't see it or know it &lt;3,4
@ashleytisdale: cool that you liked germany and the awards! i saw you on TV cause i couldn't come to the comet and see you live  xoxo,4
"gawww, why is facebook being so slow?",3
im watching tv at home wishing i could get a chicken shish delivered but not go enough pennies,0
@NTKilpatrick nope  but the T1i looks super sweet!,1
I'm terrified about the surgery next week,4
"curled up on the couch like a question mark, mind like jell-o. ah, tis such a joy to be a woman",1
@Crizzoid I cant stand summer fever (for me) and when the weather gets really humid  lol,0
"@GettingFreedom @AmysFinerThings We don't feel too comfortable using it. It's not awful, but pretty icky.  Scurrying to find a deal...",4
"I don't think that im feeling too well. all the sudden, im tired but scared to fall asleep cuz I know I will wake up sick.",4
@VFavors awww mannnn  shoot I wish I could make it to your flight! I'll take vegas..trust!,2
oh greg  i want to hug you.,2
"And why do they think &quot;how much they want it&quot; is a factor? I really want to be 19 and fit again, but that's just not going to happen",0
@chloestraw  I want to go to the pub. Boooo.,1
Answering detailed questions via Twitter can be very difficult. It's a challange to get everything in to less than 140 charactres,4
"@millionfagmarch ah, I misunderstood your message. but really dislike the F word in the url   good luck with the march",0
Apparently it's 21 degrees in Kilkenny now! And some comedy would be a great remedy to my boredom! Why the hell did I leave Kilkenny!?,0
@MATTHARDYBRAND What is everyone saying about the supposed nude pics of Matt Striker? Hope he doesn''t get in trouble,4
"So much for having a 1 day off at the Brewer game... at home, sick",0
@Skedaddles that is very true..,4
Watching Jeremy assemble jr's new radio flyer bike!!!  Jr is sick with 100 degree fever  taking a nap.  This will cheer him up though!,4
I made this huge revelation as I was doing the dishes( that everyone left for me) and now I totally forgot it. I 3 when that happens.,3
graduation next sunday.. im going to miss my class,4
@JessicaHarker !! I miss you too.,2
on youtube watching taylor on the today show wish i was there !,1
@tinyraisins Im in so deep its disgusting. I would even take a LITTLE help. BUt alas i sense it will never happen . . .,4
@ShawnDotB me to mi sausage,1
"had to pause tv, now i'm 10 minutes behind on BGT",4
I miss @digital_dragon and @motoash  I wish they'd talk to me more often,4
"Killed a pigeon today  Thought it was going to move out the way of the car.. next thing I know, BANG feathers in the rear view mirror RIP",5
Out with the guys playing 10 pin &amp; doing Mexican! Great combo! My bowling was not so good though  I blame it on my previous broken arm!!,1
@jeremycowart I 2 #polaroid - such a shame they don't make the film for it anymore,4
being LAME and not in deland with his favorite people,0
off to Sacto to take babies to kennel,1
"I quite fancy Gregg on #bgt. Singing wasn't as good as his audition though, sadly",4
"@KattPackAllDay i did dat 1 time &amp; my boss text me saying, &quot;tweet me n my office after dis tweeting is ova!&quot; i havent dun it since.",5
@johnpapa 4:30 on a Friday and you've already got out the fine china? I want I want I want in on it - still at work.,2
"@Willie_Day26 awww man, its nott",4
Poor little MBA is on fire again,0
"@mrskutcher sorry Demi, just read post that you can attend BGT. Im sure your support for SB has helped tho  a world without paps PLZZ",0
Headache,4
@ddlovato or with other food like i can't put penutt butter in my bread it always broke my bread  y need to tosted TOO MUCH NOW,0
Demi is a super girl but she don't like the french fans,0
Staying after school today,0
@chelseytx I don't have the app that does it,4
Oh no!!!!! It's raining on our Sea World parade  http://yfrog.com/0wvnpj,4
@shanedawson YOU SHOULD TOUR!! *lol* I live all the way out in Tennessee! :-P jk. How would you do that?,4
is very angrrry! my FB account just got deleted- WTF??? all my poems I have ever written are on there,4
wish i was camping at loch lomond right now  stupid work. what film should i watch?,0
dammit.  I need new cupcake tins,5
lol exams i didn't go to mcast or other school i finished form 5 and that's it soo disappointed in myself,0
... lunch is no 1 when you have nothing to eat.,0
@dorkybarb There are currently 0 penguins at the MN zoo...  but we can go sometime soon.,0
Oh noes .... macbook hard disk has just died,5
"my cat just fell off my bed lmfao, bless her. she got a fright  xx",4
wow i 2 how we have no headache medicine in this house.,2
One of our favorite homebuilders declared bankruptcy. McStain homes out of Louisville is closing down. http://bit.ly/c9iJr,4
@lizzerdrix The stuff I got was precariously close to ricotta cheese. It didn't help.,4
"i feel like i'm quarantined everywhere i go... pinkeye, go away already!",4
Boooo Animal collective is already sold out.  Guess I'll be missing that show,5
@saytri lol exams i didn't go to mcast or other school i finished form 5 and that's it soo disappointed in myself,0
"@gi_ri_ja  it sucks, doesn't it?",0
@MissBernardo i'll do w3v but i dont have anything to wear,4
Have slept all afternoon and evening after getting back from NYC. Now feel bright as a button. Probably a bad move,4
"@jingruz you can have the sun too. It all sucks, especially for my pale whiteman skin.  @mfnbpwnz I can't stop sneezing, and I blame you.",4
Just got done working out....relaxing than off to work,1
Extremely busy weekend. So much work to do.  Can't wait for Summer!!,4
Baby just left  gonna get ready (again) and I'm leavin'  Chilis = Full -_-,0
"Sadly, the time has come to put my mom in a home",0
Oh.... great.  I think I'm getting sick.,4
No @clairabellejp tonight @skc0602,4
@KellyOlexa my monday starts on friday  but @ least I only work 4 days a week (long days),0
@NightRPStar I don't think so. We just hired someone for that.,0
@MelanieRicheson - I used to have NKOTB sleeping bag too!!  I don't know where it is now,0
Poor balcony sealer guy. Stuck in the rain.   http://mypict.me/20Oh,4
@Poyntlas2 it was  i dont think i can look at her now without feeling heartbroken lmao x.,4
"@HoptonHouseBnB Sorry, not meaning to complain, feeling rough and heat getting to me again tonight  Would 2 to be visiting India though",1
no class the next two days...but work  everyday from today til next wednesday  so sad,0
"@Mangowe You're welcome, I am off for some merry noddingtons myself soon. It's not even dark!",4
we dropped the baton in the 4x1.  so now i'm getting ready for the open 400. wish me luck!,4
no boby will not talk 2 me,4
@xoxobb11 you got it all done?? even the labs? thats all i have left to do. and i cant figure it out. FML,5
@2kelsey she's not coming to detroit  only grand rapids in october...,0
@socha4e Me too! I know  I miss all the excitement lol,0
@WESH  That is really sad,4
http://bit.ly/GQdbD  one of the saddest songs I've ever heard,0
Or maybe its just us ....,4
@mileycyrus it wouldnt let me vote yesterday  but i made up for it today. i really hope u win cause everyone knows u deserve it =D,1
Wish my headache/almost migraine would go away!,3
wish it wasn't raining,0
@ChewwyUwe http://twitpic.com/66st1 - please let me freee... I can't watch you masturbate for much loongerrr!,4
http://twitpic.com/67fue - My formerly pretty car,0
@ it hurts me that my sister has so much potential and she isnt using any of it  what a waste of God-given talent.,0
o wow tia! the clip was only 14 seconds,5
hahahahaha let's tweet! I have two hours  and I need a....,1
Leaving L.A.  but had so much 1!,1
back to Salvador. Wish I was in Sao Paulo to see the second concert,0
@mayankdhingra yeah... i guess my password was also changed... i was not able to login my FB  cahnge my pw again ...ufff,4
Draining my iPhone battery in half a day without making a single call sucks!!! It's only 9 months old! Huge FAIL on Apple's part,0
Too busy at work today to trash the cubes of vacationing team members,4
I'm hungry  wife is at a Bodyshop Party and is bringing a takeaway home with her - how much longer will the party go on?,4
@Lakers Stu Lantz is awesome! I miss Chick Hearn tho,0
I 3 Windows.  I miss my 2ly Ubuntu   I'm such a nerd haha,4
; Another friday night cancel.  probably movies with just Ashley.,4
This heartburn may be the death of me.,4
"@Samm_xx awww, that sucks",0
@mitchelmusso Im sad i cant go. it makes me sad,0
So sad they discontinued my sesame tofu salad at trader joes,0
@ego_assassin @slinka sucks about your cat... hope you guys feel better,4
@buckhollywood aw it was so sad  shes too cute!,2
Eww its gross here &amp; a lady keeps looking at me weird  ha ha but another smiled &amp; asked me if i was in their company..me in the army? LOL,1
"Gonna miss you Nanna &amp; Bampa, She going to the lake disdrict ):  Omg !! got disney channel. Miss you baby matt  2 you x Will do mitchel",0
Sick......and no it's not the swine flu atleast I hope not,4
"too cold to take the boat out tonight   might go out anyway, but danvan isn't in operation either. BUMMER",0
@itsjakey I 2 it when you call me chica,1
@neoknits -- That's got to be hard. My parents have been apart most of their marriage  For 6 months this year t &amp;I will be 10K mi apart,4
Ugh. I have a migrane,4
"oh dear, they selected the worst bit for highlight for soprano guy",5
Whaaaat a strong rain just came over us here in Santa Clara. I wish I could sleep but I got to attend to an important meeting,4
@Aonir I'm trying to convince @janeylicious to wait a bit to see Up! as well. She doesn't want to see it with me,0
"@TheRankinFiles to be fair, she was asking about mktg cd's, etc, but I suggested more and she never even emailed back.",0
My Head Feels Like It's Going To Explode,4
@sneadles What a great picture!  We won tons of money that day.  (       ),1
am bored out of my skull.  i have got to get a job.  this SUCKS.  i need entertainment. /grumbles,2
Sunburnt  Gutted! Hope it's faded by tmw!,4
@davidismyangel is enough time!! (if i get into VIP!) but i know that doesn't make up for it  at least they'll have each other!,0
You can't even gift money away these days.  re: http://ff.im/3lqUx,0
"@AnhHoang ?? Sorry you posted the vid again, but it won't load for me...",0
"I can't go out when my heart is home sick  even if it is my bday, family health comes 1st",4
"Ready to celebrate the weekend! oh wait, I have 15 more minutes",1
@agentrickard Oh no!,4
"Need to get an adjustment, neck is all out of whack",4
"@Agarcia1097 y r u so defensive on the bus??!!!?? Being mean to me, you make me sad!!!",0
@Kyle_B_Judah i am too old for Vegas,4
@shipperz Im alive..lol ooooo  youre not here,1
am sitting in the library with eyes half closed cause havent slept in a while coz of exams,4
can't find her favorite Nike shorts,4
Why is it hot in herrrre all of a sudden?,4
"@meldeschene arnold, california.  aka the best place ever...wish you could come with!!!",2
I want to go swimming,0
@ursusfidelis sry about tweeting so much,4
My niece had e-learning yesterday. She used my computer. I had like 2-3 hours of sleep only. I was cranky and I behaved like an ass!,3
@TwiSuperfan what?!?! OMG!!! I can't view this on my iPhone!!,5
@the_law_rence &amp; @SimplySarah19 WHY?! my head feels like the surface of the sun  underneath a beaver pelt.,0
Mi corazonsito tiene frio... this weather sucks!,0
"But anywho, I just got in and out of the pool within like 30 minutes because it's about to start storming",4
@PinkyNKOTB Oh I've got that one &amp; the stp x step one on VHS. Tried connecting our video to harddrive to copy to DVD but didnt work,4
put a pot of eggs on the stove to boil..and forgot about them..then remembered them 45 min later! wonder if they'll still b good,4
bad mood and i dont feel good. too bad no one cares,0
@jeremydurden I really miss you right now,0
Ouuchh! I hurt my index finger!! ahhhh,4
Stressed  I want prom to be perfect for me &amp; my babe and shit aint looking to good right now!,2
@brianna_2 aw i'm not goanna get to see you tonight   cos i have to leave tot's early to go to missy's bday party. pullin a double haha,0
"@tinytim2701 Can't go out this weekend, 12 hours of exams next week prevent it  Got my uni summerball next Sat though, should be good!",0
@oyfreakinvey u can eat sashimi!!! just not rice,5
Really struggling with my packaging design,4
Sticks and stones may break my bones...but words will hurt forever.,0
I'm really full and I feel sick,4
I keep pulling out my knitting at my desk and then putting it back.  Not good!  Not good!    T-minus 15 minutes till release........,4
@BrittanyASnow LOL YOU ALWAYS FORGET ME,4
@JustPlainMeg im sorry  i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i 2 you &lt;3,4
@chickwoman97  im riding the highs and lows of moods now.... chores blow,0
this is sooo crazy i have fever..,4
"@iamyoushouldtoo Oh, I'm jealous (how surprising)",5
AC in our building died.  Been like that for the past 3 days,0
"@leathermartini Awwwh.    Sorry!  We'll be glad when you're closer to us, though!",0
Its going to be a very long weekend. Very long.,4
@contentwhore Okay. I'm all out of ideas,5
@rvca i had a blast at the sale today! had one pair of cords mis sized tho  but still worth it! might come back tomorrow! thankssss,4
...getting our site transferred over to a new server ... this is going to be quite a job,4
Awww that lil girl on bgt :'( when they said she didnt have time :'( that was soo sad  and them huggin her,0
"Trying to decide on a movie with the friends.. not going to well! lol :p  No bible study 2nite, which means no b-day cake  buy my own??",0
saddest celeb story of the week  http://bit.ly/h09Ph,0
Just finished curling her hair!!!! And now has to finish getting ready but doesn't have a ribbon to put in her hair,4
Holidays are now over - not fair!!,0
Guess I should have called  See ya.,4
i'm gonna miss eddy if we're half the country apart,2
@kwwheeler  What's all your fault?,4
"Fuck, I cut my finger!",5
@gillianre no they didn't!,4
"@mitchelmusso Think you should do a tour in England, we dont got to see any aweomse people !!",2
Stupid Twitter - now I'm faceless ...,0
@johnhensel 3 u....  I have 2 wait one week to see it cuz here (Puerto Rico) is still coming soon....,0
@ebassman Right here! Army Wife in Germany! I can't STAND that I cannot be there this summer!,4
@TaLisaDuhhh you stopped followin me?,5
@mitchelmusso i wish i could but it would cost too much to call you all the way from the UK,0
have an extra Justin Rutledge ticket for the Mod Club tonight,1
@beley It's so not like me  I'm in the middle of coordinating a 3-point move: stuff from IL --&gt; old NYC apt + all stuff --&gt; new apt.,4
"Needs to 'unfollow' some tweeps, its not that I dislike you but I can't keep up with you tweeting literally every 2 minutes! Sorry",3
I'm being a lazy bum..boo for jack he always works on fridays,4
@mitchelmusso is the album getting a uk release? if not ill have to order it and pay a huge amount to get it shipped to the uk,0
@gregverdino I can't believe you tweeted that. It was our special moment,4
@AboutLittleRock Wow. @mhenslee is constantly ranting about his 2 for Genghis Grill too. Never been there; not here in Colorado.,1
Tomorrow it will be a warm day..  For some reason I don't like the sun that much. xD But I'll go swim! ;D So that's better. xD,1
My car might have to be totaled,3
rushing to sitter to pick up my 103F-fevered preschooler,4
@mitchelmusso i can't i can't i can't  i'm sad.... i'm from venezuela!,0
I swear its so hot I dont want to leave my house  Is it hot where your at?,4
"@SidanArchion It's all over now...now I have to go talk to people in Melrose...cashier, registrar, etc. All those un1 places",4
"3OH!3 - Rich man is amazing, really can't be bothered for school on Monday",5
"Gah, I sprained my LEFT ankle... Just after I got over the torn ligament for my right foot. Looks like it's back to walking with a cane",3
"@TimothyTheron hmm sorry, I went mia there",4
"@3spur I work at Schneider Electric, but not much longer. They are sending our jobs to Mexico",4
@ChuckGysi  oh sorry - I misunderstood. I'm not 100% sure but I'm thinking there isn't,4
@FollowActive Oh so nooooowwww youre too busy for me...dam I see how it is! How long we known each other?!?!?,3
"@unahealy wish i could go, but I have an exam the day after the only one i could to go to, so im not allowed  are you touring next year?",5
"ouch, my back. I'm sick of having a pamela anderson esque chest",4
